Location,Date,Time  ,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%)
Kashmir University,15/06/2022,10:30 AM,0.61 ,5.72 ,2.96 ,17.00 ,32.00 ,33.70 ,63.09 
Kashmir University,15/06/2022,10:40 AM,0.62 ,8.58 ,3.03 ,17.00 ,29.00 ,33.60 ,69.11 
Kashmir University,15/06/2022,10:50 AM,0.63 ,5.72 ,2.98 ,16.00 ,29.00 ,33.90 ,70.91 
Kashmir University,15/06/2022,11:00 AM,0.63 ,5.72 ,3.05 ,16.00 ,29.00 ,33.97 ,59.64 
Kashmir University,15/06/2022,11:10 AM,0.64 ,8.58 ,3.05 ,12.00 ,24.00 ,33.90 ,51.38 
Kashmir University,15/06/2022,11:20 AM,0.65 ,8.58 ,3.03 ,16.00 ,32.00 ,33.80 ,40.97 
Kashmir University,15/06/2022,11:30 AM,0.66 ,5.72 ,3.00 ,16.00 ,32.00 ,33.70 ,34.90 
Kashmir University,15/06/2022,11:40 AM,0.66 ,5.72 ,3.03 ,18.00 ,40.00 ,34.10 ,29.87 
Kashmir University,15/06/2022,11:50 AM,1.25 ,5.72 ,3.00 ,21.00 ,43.00 ,33.90 ,29.18 
Kashmir University,15/06/2022,12:00 PM,0.60 ,8.58 ,2.97 ,21.00 ,45.00 ,34.00 ,27.20 
Kashmir University,15/06/2022,12:10 PM,0.61 ,5.72 ,3.01 ,21.00 ,42.00 ,34.20 ,21.45 
Kashmir University,15/06/2022,12:20 PM,0.62 ,5.72 ,3.00 ,22.00 ,40.00 ,33.94 ,21.89 
Kashmir University,15/06/2022,12:30 PM,0.63 ,5.72 ,2.97 ,21.00 ,41.00 ,34.20 ,26.93 
Kashmir University,15/06/2022,12:40 PM,0.63 ,5.72 ,2.97 ,23.00 ,42.00 ,34.30 ,44.51 
Kashmir University,15/06/2022,12:50 PM,0.64 ,8.58 ,2.98 ,21.00 ,43.00 ,34.50 ,51.95 
Kashmir University,15/06/2022,1:00 PM,0.65 ,8.58 ,2.98 ,18.00 ,44.00 ,34.80 ,40.02 
Kashmir University,15/06/2022,1:10 PM,0.66 ,8.58 ,2.92 ,15.00 ,48.00 ,34.90 ,45.64 
Kashmir University,15/06/2022,1:20 PM,0.66 ,8.58 ,2.99 ,13.00 ,40.00 ,34.90 ,37.04 
Kashmir University,15/06/2022,1:30 PM,1.25 ,8.58 ,2.97 ,11.00 ,40.00 ,34.90 ,32.18 
Kashmir University,15/06/2022,1:40 PM,0.19 ,5.72 ,2.98 ,13.00 ,38.00 ,34.64 ,27.78 
Kashmir University,15/06/2022,1:50 PM,0.20 ,8.58 ,3.01 ,12.00 ,34.00 ,34.90 ,28.28 
Kashmir University,15/06/2022,2:00 PM,0.22 ,11.44 ,3.02 ,13.00 ,34.00 ,35.00 ,35.09 
Kashmir University,15/06/2022,2:10 PM,0.20 ,8.58 ,2.99 ,12.00 ,37.00 ,35.20 ,38.70 
Kashmir University,15/06/2022,2:20 PM,0.26 ,5.72 ,3.00 ,12.00 ,37.00 ,35.50 ,46.97 
Kashmir University,15/06/2022,2:30 PM,0.25 ,14.30 ,2.99 ,13.00 ,32.00 ,36.70 ,39.33 
Kashmir University,15/06/2022,2:40 PM,0.21 ,11.44 ,2.97 ,13.00 ,34.00 ,37.10 ,33.85 
Kashmir University,15/06/2022,2:50 PM,0.22 ,5.72 ,3.00 ,17.00 ,40.00 ,37.20 ,28.08 
Kashmir University,15/06/2022,3:00 PM,0.18 ,11.44 ,3.00 ,17.00 ,45.00 ,35.94 ,23.24 
Kashmir University,15/06/2022,3:10 PM,0.19 ,8.58 ,3.02 ,17.00 ,40.00 ,36.30 ,19.65 
Kashmir University,15/06/2022,3:20 PM,0.22 ,11.44 ,2.94 ,14.00 ,38.00 ,36.30 ,19.26 
Kashmir University,15/06/2022,3:30 PM,0.17 ,11.44 ,3.00 ,16.00 ,33.00 ,36.40 ,20.92 
Kashmir University,15/06/2022,3:40 PM,0.14 ,11.44 ,2.97 ,12.00 ,36.00 ,36.40 ,23.79 
Kashmir University,15/06/2022,3:50 PM,0.12 ,8.58 ,2.99 ,17.00 ,37.00 ,36.60 ,21.15 
Kashmir University,15/06/2022,4:00 PM,0.13 ,8.58 ,2.99 ,17.00 ,36.00 ,35.50 ,26.01 
Kashmir University,15/06/2022,4:10 PM,0.20 ,8.58 ,3.00 ,14.00 ,32.00 ,35.50 ,32.29 
Kashmir University,15/06/2022,4:20 PM,0.16 ,8.58 ,3.01 ,10.00 ,37.00 ,36.14 ,37.74 
Kashmir University,15/06/2022,4:30 PM,0.12 ,11.44 ,3.02 ,12.00 ,36.00 ,35.50 ,40.51 
Kashmir University,15/06/2022,4:40 PM,0.13 ,11.44 ,2.98 ,14.00 ,38.00 ,35.60 ,43.76 
Kashmir University,15/06/2022,4:50 PM,0.12 ,11.44 ,3.05 ,13.00 ,36.00 ,35.60 ,48.32 
Kashmir University,15/06/2022,5:00 PM,0.00 ,8.58 ,2.99 ,14.00 ,37.00 ,35.20 ,60.54 
Hazratbal Shrine,16/06/2022,10:00 AM,1.25 ,8.58 ,2.98 ,15.00 ,40.00 ,35.30 ,61.73 
Hazratbal Shrine,16/06/2022,10:10 AM,0.00 ,5.72 ,2.90 ,17.00 ,42.00 ,35.20 ,67.20 
Hazratbal Shrine,16/06/2022,10:20 AM,0.00 ,5.72 ,3.00 ,18.00 ,41.00 ,35.10 ,72.35 
Hazratbal Shrine,16/06/2022,10:30 AM,1.25 ,2.86 ,3.02 ,16.00 ,40.00 ,35.36 ,75.66 
Hazratbal Shrine,16/06/2022,10:40 AM,1.25 ,8.58 ,3.00 ,15.00 ,39.00 ,35.13 ,72.21 
Hazratbal Shrine,16/06/2022,10:50 AM,0.19 ,5.72 ,3.01 ,16.00 ,39.00 ,33.90 ,61.86 
Hazratbal Shrine,16/06/2022,11:00 AM,0.20 ,5.72 ,2.99 ,16.00 ,38.00 ,33.80 ,54.82 
Hazratbal Shrine,16/06/2022,11:10 AM,0.22 ,8.58 ,3.02 ,17.00 ,32.00 ,33.70 ,48.20 
Hazratbal Shrine,16/06/2022,11:20 AM,0.20 ,5.72 ,2.98 ,18.00 ,30.00 ,34.10 ,41.52 
Hazratbal Shrine,16/06/2022,11:30 AM,0.26 ,5.72 ,3.03 ,18.00 ,31.00 ,33.90 ,37.05 
Hazratbal Shrine,16/06/2022,11:40 AM,0.25 ,5.72 ,3.00 ,19.00 ,39.00 ,34.00 ,31.72 
Hazratbal Shrine,16/06/2022,11:50 AM,0.21 ,5.72 ,3.03 ,20.00 ,20.00 ,34.20 ,32.52 
Hazratbal Shrine,16/06/2022,12:00 PM,0.22 ,5.72 ,3.03 ,18.00 ,41.00 ,33.94 ,33.52 
Hazratbal Shrine,16/06/2022,12:10 PM,0.18 ,5.72 ,3.01 ,19.00 ,41.00 ,34.20 ,34.69 
Hazratbal Shrine,16/06/2022,12:20 PM,0.19 ,5.72 ,3.00 ,17.00 ,38.00 ,34.30 ,40.71 
Hazratbal Shrine,16/06/2022,12:30 PM,0.22 ,5.72 ,2.98 ,17.00 ,45.00 ,34.50 ,47.61 
Hazratbal Shrine,16/06/2022,12:40 PM,0.17 ,2.86 ,3.00 ,16.00 ,33.00 ,34.80 ,51.01 
Hazratbal Shrine,16/06/2022,12:50 PM,0.14 ,2.86 ,3.02 ,14.00 ,31.00 ,34.90 ,61.98 
Hazratbal Shrine,16/06/2022,1:00 PM,0.17 ,2.86 ,3.01 ,17.00 ,30.00 ,34.90 ,68.11 
Hazratbal Shrine,16/06/2022,1:10 PM,0.16 ,5.72 ,3.01 ,19.00 ,31.00 ,33.60 ,69.32 
Hazratbal Shrine,16/06/2022,1:20 PM,0.14 ,5.72 ,3.00 ,18.00 ,33.00 ,33.90 ,63.82 
Hazratbal Shrine,16/06/2022,1:30 PM,0.12 ,5.72 ,3.02 ,18.00 ,37.00 ,34.41 ,66.19 
Hazratbal Shrine,16/06/2022,1:40 PM,0.19 ,5.72 ,2.98 ,18.00 ,35.00 ,33.90 ,72.21 
Hazratbal Shrine,16/06/2022,1:50 PM,0.20 ,8.58 ,2.98 ,18.00 ,36.00 ,33.80 ,74.01 
Hazratbal Shrine,16/06/2022,2:00 PM,0.22 ,5.72 ,3.06 ,18.00 ,33.00 ,33.70 ,62.74 
Hazratbal Shrine,16/06/2022,2:20 PM,0.20 ,8.58 ,3.04 ,18.00 ,38.00 ,34.10 ,54.48 
Hazratbal Shrine,16/06/2022,2:30 PM,0.26 ,2.86 ,2.98 ,18.00 ,33.00 ,33.90 ,44.07 
Hazratbal Shrine,16/06/2022,2:40 PM,0.25 ,5.72 ,2.98 ,17.00 ,38.00 ,34.00 ,38.00 
Hazratbal Shrine,16/06/2022,2:50 PM,0.21 ,5.72 ,2.97 ,17.00 ,39.00 ,34.20 ,32.97 
Hazratbal Shrine,16/06/2022,3:00 PM,0.22 ,5.72 ,2.95 ,14.00 ,33.00 ,33.94 ,32.28 
Hazratbal Shrine,16/06/2022,3:10 PM,0.24 ,5.72 ,3.01 ,10.00 ,37.00 ,34.20 ,30.30 
Hazratbal Shrine,16/06/2022,3:20 PM,0.25 ,2.86 ,3.04 ,12.00 ,39.00 ,34.30 ,24.55 
Hazratbal Shrine,16/06/2022,3:30 PM,0.25 ,2.86 ,3.01 ,12.00 ,33.00 ,34.50 ,24.99 
Hazratbal Shrine,16/06/2022,3:40 PM,0.26 ,2.86 ,3.01 ,7.00 ,31.00 ,34.80 ,30.03 
Hazratbal Shrine,16/06/2022,3:50 PM,0.26 ,0.00 ,2.97 ,12.00 ,29.00 ,34.90 ,47.61 
Hazratbal Shrine,16/06/2022,4:00 PM,0.27 ,0.00 ,2.98 ,10.00 ,28.00 ,34.90 ,55.05 
Hazratbal Shrine,16/06/2022,4:10 PM,0.27 ,0.00 ,3.01 ,6.00 ,17.00 ,34.90 ,50.52 
Hazratbal Shrine,16/06/2022,4:20 PM,0.27 ,8.58 ,3.02 ,6.00 ,19.00 ,34.64 ,56.14 
Hazratbal Shrine,16/06/2022,4:30 PM,0.28 ,5.72 ,3.02 ,6.00 ,19.00 ,34.90 ,37.31 
Hazratbal Shrine,16/06/2022,4:40 PM,0.28 ,0.00 ,2.98 ,7.00 ,22.00 ,35.00 ,36.49 
Hazratbal Shrine,16/06/2022,4:50 PM,0.29 ,0.00 ,2.98 ,4.00 ,11.00 ,35.20 ,35.67 
Hazratbal Shrine,16/06/2022,5:00 PM,0.00 ,0.00 ,2.98 ,4.00 ,17.00 ,35.50 ,34.85 
Hazratbal Shrine,17/06/2022,10:00 AM,0.00 ,5.72 ,3.02 ,15.00 ,40.00 ,36.20 ,34.04 
Hazratbal Shrine,17/06/2022,10:10 AM,1.25 ,5.72 ,3.02 ,17.00 ,42.00 ,36.60 ,33.22 
Hazratbal Shrine,17/06/2022,10:20 AM,0.00 ,5.72 ,2.99 ,18.00 ,41.00 ,37.10 ,32.40 
Hazratbal Shrine,17/06/2022,10:30 AM,0.00 ,5.72 ,2.99 ,11.00 ,40.00 ,35.79 ,31.58 
Hazratbal Shrine,17/06/2022,10:40 AM,1.25 ,5.72 ,3.00 ,15.00 ,39.00 ,37.10 ,30.76 
Hazratbal Shrine,17/06/2022,10:50 AM,0.00 ,5.72 ,3.01 ,12.00 ,39.00 ,37.50 ,29.95 
Hazratbal Shrine,17/06/2022,11:00 AM,0.00 ,8.58 ,3.00 ,16.00 ,38.00 ,37.60 ,29.13 
Hazratbal Shrine,17/06/2022,11:10 AM,1.25 ,8.58 ,3.00 ,13.00 ,32.00 ,38.00 ,28.31 
Hazratbal Shrine,17/06/2022,11:20 AM,0.26 ,5.72 ,3.06 ,18.00 ,30.00 ,35.90 ,27.49 
Hazratbal Shrine,17/06/2022,11:30 AM,0.24 ,5.72 ,3.01 ,14.00 ,31.00 ,35.50 ,26.67 
Hazratbal Shrine,17/06/2022,11:40 AM,0.23 ,8.58 ,3.00 ,19.00 ,39.00 ,35.50 ,25.86 
Hazratbal Shrine,17/06/2022,11:50 AM,0.24 ,8.58 ,2.95 ,16.00 ,20.00 ,36.73 ,25.04 
Hazratbal Shrine,17/06/2022,12:00 PM,0.25 ,5.72 ,2.99 ,18.00 ,41.00 ,35.50 ,25.00 
Hazratbal Shrine,17/06/2022,12:10 PM,0.00 ,2.86 ,3.04 ,19.00 ,41.00 ,35.60 ,24.18 
Hazratbal Shrine,17/06/2022,12:20 PM,0.00 ,2.86 ,2.99 ,17.00 ,38.00 ,35.60 ,44.54 
Hazratbal Shrine,17/06/2022,12:30 PM,0.00 ,5.72 ,3.03 ,15.00 ,45.00 ,35.20 ,49.10 
Hazratbal Shrine,17/06/2022,12:40 PM,0.00 ,5.72 ,2.98 ,16.00 ,33.00 ,35.30 ,61.32 
Hazratbal Shrine,17/06/2022,12:50 PM,0.00 ,2.86 ,3.01 ,14.00 ,31.00 ,35.20 ,62.51 
Hazratbal Shrine,17/06/2022,1:00 PM,0.23 ,2.86 ,3.03 ,17.00 ,30.00 ,35.10 ,67.98 
Hazratbal Shrine,17/06/2022,1:10 PM,0.23 ,5.72 ,2.97 ,19.00 ,31.00 ,35.36 ,73.13 
Hazratbal Shrine,17/06/2022,1:20 PM,0.23 ,5.72 ,3.00 ,11.00 ,33.00 ,35.01 ,76.44 
Hazratbal Shrine,17/06/2022,1:30 PM,0.22 ,5.72 ,3.01 ,18.00 ,37.00 ,33.90 ,72.99 
Hazratbal Shrine,17/06/2022,1:40 PM,0.22 ,5.72 ,3.00 ,15.00 ,35.00 ,33.80 ,62.64 
Hazratbal Shrine,17/06/2022,1:50 PM,0.22 ,5.72 ,3.03 ,18.00 ,36.00 ,33.70 ,55.60 
Hazratbal Shrine,17/06/2022,2:00 PM,0.22 ,8.58 ,3.01 ,18.00 ,33.00 ,34.10 ,48.98 
Hazratbal Shrine,17/06/2022,2:10 PM,0.21 ,5.72 ,2.96 ,18.00 ,34.00 ,33.90 ,42.30 
Hazratbal Shrine,17/06/2022,2:20 PM,0.21 ,5.72 ,2.94 ,15.00 ,41.00 ,34.00 ,37.83 
Hazratbal Shrine,17/06/2022,2:30 PM,0.21 ,5.72 ,2.96 ,18.00 ,33.00 ,34.20 ,32.50 
Hazratbal Shrine,17/06/2022,2:40 PM,0.21 ,8.58 ,2.98 ,17.00 ,45.00 ,33.94 ,33.30 
Hazratbal Shrine,17/06/2022,2:50 PM,0.20 ,8.58 ,2.99 ,17.00 ,39.00 ,34.20 ,34.30 
Hazratbal Shrine,17/06/2022,3:00 PM,0.20 ,14.30 ,3.03 ,14.00 ,46.00 ,34.30 ,35.47 
Hazratbal Shrine,17/06/2022,3:10 PM,0.20 ,0.00 ,2.99 ,10.00 ,49.00 ,34.50 ,41.49 
Hazratbal Shrine,17/06/2022,3:20 PM,0.19 ,0.00 ,3.03 ,12.00 ,44.00 ,34.80 ,48.39 
Hazratbal Shrine,17/06/2022,3:30 PM,0.19 ,0.00 ,3.00 ,13.00 ,42.00 ,34.90 ,51.79 
Hazratbal Shrine,17/06/2022,3:40 PM,0.19 ,0.00 ,3.00 ,7.00 ,31.00 ,34.90 ,62.76 
Hazratbal Shrine,17/06/2022,3:50 PM,0.19 ,2.86 ,3.00 ,12.00 ,33.00 ,33.60 ,68.89 
Hazratbal Shrine,17/06/2022,4:00 PM,0.18 ,5.72 ,3.03 ,10.00 ,28.00 ,33.90 ,70.10 
Hazratbal Shrine,17/06/2022,4:10 PM,0.18 ,2.86 ,3.00 ,6.00 ,25.00 ,34.41 ,64.60 
Hazratbal Shrine,17/06/2022,4:20 PM,0.18 ,2.86 ,3.02 ,6.00 ,24.00 ,33.90 ,66.97 
Hazratbal Shrine,17/06/2022,4:30 PM,0.18 ,5.72 ,3.04 ,7.00 ,19.00 ,33.80 ,72.99 
Hazratbal Shrine,17/06/2022,4:40 PM,0.17 ,2.86 ,2.98 ,7.00 ,22.00 ,33.70 ,74.79 
Hazratbal Shrine,17/06/2022,4:50 PM,0.17 ,2.86 ,3.00 ,4.00 ,11.00 ,34.10 ,63.52 
Hazratbal Shrine,17/06/2022,5:00 PM,0.00 ,2.86 ,3.01 ,6.00 ,17.00 ,33.90 ,69.07 
Hazratbal Shrine,18/06/2022,10:00 AM,0.00 ,5.72 ,2.98 ,8.00 ,15.00 ,34.00 ,69.13 
Hazratbal Shrine,18/06/2022,10:10 AM,0.00 ,2.86 ,2.99 ,7.00 ,13.00 ,34.20 ,69.19 
Hazratbal Shrine,18/06/2022,10:20 AM,0.00 ,2.86 ,2.97 ,7.00 ,12.00 ,33.94 ,69.25 
Hazratbal Shrine,18/06/2022,10:30 AM,0.00 ,2.86 ,3.00 ,6.00 ,14.00 ,34.20 ,69.31 
Hazratbal Shrine,18/06/2022,10:40 AM,1.25 ,2.86 ,3.03 ,6.00 ,13.00 ,34.30 ,69.37 
Hazratbal Shrine,18/06/2022,10:50 AM,0.00 ,2.86 ,3.00 ,5.00 ,15.00 ,34.50 ,69.43 
Hazratbal Shrine,18/06/2022,11:00 AM,0.00 ,2.86 ,3.00 ,6.00 ,10.00 ,34.80 ,69.49 
Hazratbal Shrine,18/06/2022,11:10 AM,0.00 ,2.86 ,3.02 ,6.00 ,12.00 ,34.90 ,69.55 
Hazratbal Shrine,18/06/2022,11:20 AM,0.00 ,2.86 ,3.03 ,5.00 ,11.00 ,34.90 ,69.61 
Hazratbal Shrine,18/06/2022,11:30 AM,0.00 ,2.86 ,2.89 ,7.00 ,13.00 ,34.90 ,69.67 
Hazratbal Shrine,18/06/2022,11:40 AM,0.00 ,5.72 ,2.88 ,8.00 ,14.00 ,34.64 ,69.73 
Hazratbal Shrine,18/06/2022,11:50 AM,0.00 ,8.58 ,2.96 ,7.00 ,12.00 ,34.90 ,69.79 
Hazratbal Shrine,18/06/2022,12:00 PM,0.00 ,2.86 ,2.98 ,8.00 ,12.00 ,35.00 ,69.85 
Hazratbal Shrine,18/06/2022,12:10 PM,1.25 ,2.86 ,2.98 ,9.00 ,16.00 ,35.20 ,69.90 
Hazratbal Shrine,18/06/2022,12:20 PM,1.25 ,2.86 ,2.93 ,11.00 ,17.00 ,35.50 ,69.96 
Hazratbal Shrine,18/06/2022,12:30 PM,0.00 ,2.86 ,2.97 ,10.00 ,14.00 ,36.70 ,70.02 
Hazratbal Shrine,18/06/2022,12:40 PM,0.00 ,2.86 ,2.97 ,9.00 ,11.00 ,38.70 ,70.08 
Hazratbal Shrine,18/06/2022,12:50 PM,0.00 ,2.86 ,3.02 ,9.00 ,12.00 ,39.60 ,70.14 
Hazratbal Shrine,18/06/2022,1:00 PM,0.00 ,2.86 ,2.97 ,7.00 ,12.00 ,36.51 ,48.39 
Hazratbal Shrine,18/06/2022,1:10 PM,0.00 ,2.86 ,2.97 ,6.00 ,15.00 ,39.60 ,51.79 
Hazratbal Shrine,18/06/2022,1:20 PM,0.00 ,2.86 ,3.03 ,6.00 ,13.00 ,42.00 ,62.76 
Hazratbal Shrine,18/06/2022,1:30 PM,1.25 ,2.86 ,3.01 ,6.00 ,16.00 ,40.20 ,68.89 
Hazratbal Shrine,18/06/2022,1:40 PM,0.00 ,0.00 ,2.97 ,6.00 ,16.00 ,38.00 ,70.10 
Hazratbal Shrine,18/06/2022,1:50 PM,0.23 ,2.86 ,3.03 ,8.00 ,17.00 ,35.90 ,64.60 
Hazratbal Shrine,18/06/2022,2:00 PM,0.23 ,2.86 ,3.01 ,8.00 ,14.00 ,35.50 ,66.97 
Hazratbal Shrine,18/06/2022,2:10 PM,0.23 ,0.00 ,3.00 ,8.00 ,14.00 ,35.50 ,72.99 
Hazratbal Shrine,18/06/2022,2:20 PM,0.22 ,2.86 ,2.98 ,5.00 ,13.00 ,38.10 ,74.79 
Hazratbal Shrine,18/06/2022,2:30 PM,0.22 ,2.86 ,3.02 ,7.00 ,13.00 ,35.50 ,63.52 
Hazratbal Shrine,18/06/2022,2:40 PM,0.22 ,2.86 ,3.02 ,7.00 ,12.00 ,35.60 ,69.07 
Hazratbal Shrine,18/06/2022,2:50 PM,0.22 ,2.86 ,3.01 ,6.00 ,12.00 ,35.60 ,69.13 
Hazratbal Shrine,18/06/2022,3:00 PM,0.21 ,2.86 ,3.00 ,5.00 ,12.00 ,35.20 ,69.19 
Hazratbal Shrine,18/06/2022,3:10 PM,0.21 ,2.86 ,3.00 ,5.00 ,13.00 ,35.30 ,69.25 
Hazratbal Shrine,18/06/2022,3:20 PM,0.21 ,2.86 ,2.99 ,7.00 ,14.00 ,35.20 ,69.31 
Hazratbal Shrine,18/06/2022,3:30 PM,0.21 ,5.72 ,2.97 ,7.00 ,12.00 ,35.10 ,69.37 
Hazratbal Shrine,18/06/2022,3:40 PM,0.20 ,0.00 ,3.00 ,6.00 ,14.00 ,35.36 ,69.43 
Hazratbal Shrine,18/06/2022,3:50 PM,0.20 ,0.00 ,2.97 ,10.00 ,13.00 ,35.31 ,69.49 
Hazratbal Shrine,18/06/2022,4:00 PM,0.20 ,2.86 ,3.02 ,8.00 ,11.00 ,34.40 ,69.55 
Hazratbal Shrine,18/06/2022,4:10 PM,0.19 ,2.86 ,2.96 ,7.00 ,10.00 ,34.30 ,34.20 
Hazratbal Shrine,18/06/2022,4:20 PM,0.19 ,5.72 ,2.99 ,7.00 ,11.00 ,34.20 ,33.86 
Hazratbal Shrine,18/06/2022,4:30 PM,0.19 ,2.86 ,3.00 ,6.00 ,11.00 ,34.60 ,34.20 
Hazratbal Shrine,18/06/2022,4:40 PM,0.19 ,2.86 ,2.99 ,4.00 ,11.00 ,34.40 ,33.70 
Hazratbal Shrine,18/06/2022,4:50 PM,0.18 ,2.86 ,3.02 ,6.00 ,10.00 ,34.50 ,34.50 
Hazratbal Shrine,18/06/2022,5:00 PM,0.18 ,2.86 ,3.00 ,8.00 ,10.00 ,34.70 ,34.80 
Nigeen Club,20/06/2022,10:00 AM,0.18 ,2.86 ,3.01 ,4.00 ,3.00 ,34.44 ,34.90 
Nigeen Club,20/06/2022,10:10 AM,0.18 ,2.86 ,3.02 ,5.00 ,4.00 ,34.70 ,34.90 
Nigeen Club,20/06/2022,10:20 AM,0.17 ,2.86 ,3.01 ,7.00 ,9.00 ,34.80 ,34.90 
Nigeen Club,20/06/2022,10:30 AM,0.17 ,5.72 ,3.02 ,8.00 ,10.00 ,35.00 ,34.56 
Nigeen Club,20/06/2022,10:40 AM,0.00 ,2.86 ,2.99 ,8.00 ,11.00 ,35.30 ,34.90 
Nigeen Club,20/06/2022,10:50 AM,0.00 ,0.00 ,2.96 ,8.00 ,11.00 ,35.40 ,35.00 
Nigeen Club,20/06/2022,11:00 AM,0.00 ,2.86 ,3.03 ,9.00 ,17.00 ,34.90 ,35.20 
Nigeen Club,20/06/2022,11:10 AM,1.25 ,2.86 ,2.98 ,5.00 ,9.00 ,33.60 ,35.50 
Nigeen Club,20/06/2022,11:20 AM,0.19 ,2.86 ,3.05 ,2.00 ,3.00 ,33.90 ,36.50 
Nigeen Club,20/06/2022,11:30 AM,0.19 ,0.00 ,3.05 ,2.00 ,3.00 ,34.70 ,38.70 
Nigeen Club,20/06/2022,11:40 AM,0.18 ,0.00 ,3.03 ,3.00 ,7.00 ,33.90 ,42.30 
Nigeen Club,20/06/2022,11:50 AM,0.18 ,2.86 ,3.00 ,3.00 ,7.00 ,33.80 ,36.87 
Nigeen Club,20/06/2022,12:00 PM,0.18 ,2.86 ,3.03 ,2.00 ,3.00 ,42.30 ,98.31 
Nigeen Club,20/06/2022,12:10 PM,0.18 ,2.86 ,3.00 ,4.00 ,7.00 ,42.00 ,98.67 
Nigeen Club,20/06/2022,12:20 PM,0.00 ,0.00 ,2.97 ,5.00 ,8.00 ,40.60 ,97.31 
Nigeen Club,20/06/2022,12:30 PM,1.25 ,5.72 ,3.01 ,5.00 ,8.00 ,38.00 ,97.92 
Nigeen Club,20/06/2022,12:40 PM,0.00 ,2.86 ,3.00 ,6.00 ,9.00 ,35.40 ,92.20 
Nigeen Club,20/06/2022,12:50 PM,0.19 ,2.86 ,2.97 ,3.00 ,9.00 ,35.40 ,72.84 
Nigeen Club,20/06/2022,1:00 PM,0.19 ,2.86 ,2.97 ,4.00 ,5.00 ,35.50 ,70.17 
Nigeen Club,20/06/2022,1:10 PM,0.18 ,5.72 ,2.98 ,7.00 ,9.00 ,38.46 ,79.73 
Nigeen Club,20/06/2022,1:20 PM,0.18 ,2.86 ,2.98 ,7.00 ,9.00 ,35.50 ,88.74 
Nigeen Club,20/06/2022,1:30 PM,0.18 ,2.86 ,2.92 ,3.00 ,7.00 ,35.60 ,99.06 
Nigeen Club,20/06/2022,1:40 PM,0.18 ,2.86 ,2.99 ,4.00 ,5.00 ,34.80 ,81.64 
Nigeen Club,20/06/2022,1:50 PM,0.00 ,5.72 ,2.97 ,2.00 ,3.00 ,35.20 ,72.47 
Nigeen Club,20/06/2022,2:00 PM,0.00 ,8.58 ,2.98 ,3.00 ,4.00 ,34.40 ,70.28 
Nigeen Club,20/06/2022,2:10 PM,0.00 ,5.72 ,3.01 ,3.00 ,4.00 ,34.50 ,66.78 
Nigeen Club,20/06/2022,2:20 PM,0.00 ,2.86 ,3.02 ,1.00 ,3.00 ,34.50 ,63.04 
Nigeen Club,20/06/2022,2:30 PM,1.25 ,0.00 ,2.99 ,4.00 ,4.00 ,34.93 ,57.72 
Nigeen Club,20/06/2022,2:40 PM,0.00 ,2.86 ,3.00 ,5.00 ,3.00 ,34.60 ,58.92 
Nigeen Club,20/06/2022,2:50 PM,0.00 ,0.00 ,2.99 ,4.00 ,3.00 ,34.40 ,58.95 
Nigeen Club,20/06/2022,3:00 PM,0.23 ,0.00 ,2.97 ,2.00 ,3.00 ,34.30 ,72.23 
Nigeen Club,20/06/2022,3:10 PM,0.23 ,2.86 ,3.00 ,2.00 ,3.00 ,34.20 ,84.84 
Nigeen Club,20/06/2022,3:20 PM,0.23 ,2.86 ,3.00 ,3.00 ,4.00 ,34.60 ,92.78 
Nigeen Club,20/06/2022,3:30 PM,0.22 ,0.00 ,3.02 ,3.00 ,4.00 ,34.40 ,96.22 
Nigeen Club,20/06/2022,3:40 PM,0.22 ,0.00 ,2.94 ,3.00 ,4.00 ,34.50 ,96.53 
Nigeen Club,20/06/2022,3:50 PM,0.22 ,0.00 ,3.00 ,7.00 ,9.00 ,34.70 ,67.17 
Nigeen Club,20/06/2022,4:00 PM,0.22 ,0.00 ,2.97 ,3.00 ,4.00 ,34.44 ,54.82 
Nigeen Club,20/06/2022,4:10 PM,0.21 ,0.00 ,2.99 ,2.00 ,4.00 ,34.70 ,52.10 
Nigeen Club,20/06/2022,4:20 PM,0.00 ,0.00 ,2.99 ,3.00 ,4.00 ,34.80 ,46.18 
Nigeen Club,20/06/2022,4:30 PM,0.19 ,0.00 ,3.00 ,4.00 ,8.00 ,35.00 ,41.26 
Nigeen Club,20/06/2022,4:40 PM,0.18 ,0.00 ,3.01 ,3.00 ,6.00 ,35.30 ,37.98 
Nigeen Club,20/06/2022,4:50 PM,0.18 ,0.00 ,3.02 ,3.00 ,7.00 ,33.80 ,53.01 
Nigeen Club,20/06/2022,5:00 PM,0.18 ,0.00 ,2.98 ,3.00 ,6.00 ,33.70 ,73.78 
Nigeen Club,21/06/2022,10:00 AM,0.18 ,2.86 ,3.05 ,2.00 ,3.00 ,33.60 ,53.01 
Nigeen Club,21/06/2022,10:10 AM,0.00 ,2.86 ,2.99 ,2.00 ,4.00 ,33.60 ,54.01 
Nigeen Club,21/06/2022,10:20 AM,1.25 ,5.72 ,2.98 ,3.00 ,6.00 ,34.26 ,55.01 
Nigeen Club,21/06/2022,10:30 AM,0.00 ,5.72 ,2.90 ,3.00 ,4.00 ,33.60 ,56.01 
