Location,Date,Time,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%),Month,Season,Hour,AQI_Category
NIT Srinagar,2022-10-06,10:00 AM,0.66,2.86,4.94,18.0,27.0,32.7,76.33,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,10:10 AM,0.68,2.86,4.92,19.0,28.0,32.4,67.32,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,10:20 AM,0.6,8.58,4.93,19.0,28.0,31.7,61.32,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,10:30 AM,0.6,5.72,4.95,19.0,27.0,31.8,54.09,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,10:40 AM,0.46,5.72,4.89,19.0,28.0,31.9,46.87,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,10:50 AM,0.53,8.58,4.9,20.0,29.0,32.1,42.48,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:00 AM,0.54,11.44,4.93,20.0,29.0,32.3,43.37,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:00 AM,0.59,11.44,4.86,20.0,29.0,32.4,45.35,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:10 AM,0.5,8.58,4.88,20.0,31.0,32.09,40.17,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:20 AM,0.5,8.58,4.92,21.0,31.0,32.4,41.72,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:30 AM,0.49,11.44,4.88,21.0,30.0,32.8,45.07,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:40 AM,0.57,8.58,4.9,22.0,34.0,33.1,51.1,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,11:50 AM,0.46,8.58,4.89,21.0,37.0,33.2,57.01,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:00 PM,0.42,8.58,4.89,21.0,34.0,33.2,67.55,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:10 PM,0.42,0.0,4.89,23.0,38.0,33.3,79.78,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:20 PM,0.41,14.3,4.94,22.0,37.0,33.5,82.12,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:30 PM,0.19,11.44,4.96,24.0,40.0,33.07,84.15,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:40 PM,0.09,11.44,4.93,21.0,34.0,33.5,89.56,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,12:50 PM,0.26,14.3,4.89,22.0,32.0,33.5,90.46,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:00 PM,0.24,14.3,4.93,21.0,32.0,33.7,92.29,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:10 PM,0.22,8.58,4.98,21.0,32.0,33.8,76.37,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:20 PM,0.19,8.58,4.93,21.0,35.0,33.9,58.56,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:30 PM,0.09,8.58,4.95,22.0,35.0,33.7,53.06,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:40 PM,0.1,8.58,4.93,24.0,38.0,33.5,51.12,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,1:50 PM,0.58,11.44,4.88,24.0,42.0,33.66,49.78,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:00 PM,0.78,11.44,4.9,26.0,45.0,33.5,45.29,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:10 PM,0.76,8.58,4.9,24.0,46.0,33.1,47.68,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:20 PM,0.71,5.72,4.98,23.0,43.0,33.0,52.33,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:30 PM,0.7,11.44,4.92,22.0,42.0,32.7,50.59,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:40 PM,0.77,8.58,4.9,22.0,43.0,32.4,54.61,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,2:50 PM,0.74,11.44,4.95,23.0,43.0,32.2,60.77,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:00 PM,0.98,5.72,4.92,19.0,35.0,32.0,63.32,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:10 PM,1.06,8.58,4.9,18.0,34.0,32.7,78.25,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:20 PM,1.25,11.44,4.88,19.0,29.0,34.0,81.19,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:30 PM,0.09,11.44,4.88,18.0,32.0,34.1,86.03,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:40 PM,0.1,5.72,4.9,17.0,53.0,34.2,91.16,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,3:50 PM,0.58,8.58,4.9,16.0,40.0,32.2,93.57,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:00 PM,0.78,5.72,4.89,14.0,37.0,32.5,96.76,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:10 PM,0.76,11.44,4.95,13.0,32.0,32.6,78.87,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:20 PM,0.71,8.58,4.93,13.0,32.0,32.7,66.98,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:30 PM,0.7,11.44,4.93,14.0,34.0,32.6,51.72,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:40 PM,0.77,11.44,4.91,14.0,38.0,32.8,42.45,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,4:50 PM,0.74,8.58,4.92,13.0,42.0,33.2,40.37,10.0,Autumn,,Moderate
NIT Srinagar,2022-10-06,5:00 PM,0.72,14.3,4.94,16.0,38.0,32.7,37.89,10.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,10:00 AM,0.67,28.6,4.91,11.0,20.0,33.5,37.18,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,10:10 AM,0.73,20.02,4.92,11.0,21.0,33.7,36.66,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,10:20 AM,0.71,25.74,4.89,13.0,23.0,33.5,33.89,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,10:30 AM,0.73,28.6,4.89,17.0,24.0,33.6,39.2,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,10:40 AM,0.83,14.3,4.98,17.0,29.0,33.5,47.7,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,10:50 AM,0.87,11.44,4.87,19.0,29.0,32.6,57.29,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:00 AM,0.8,8.58,4.88,21.0,38.0,34.0,62.74,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:10 AM,0.8,8.58,4.93,23.0,38.0,34.1,74.16,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:20 AM,0.41,11.44,4.89,22.0,38.0,34.2,79.51,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:30 AM,0.27,8.58,4.84,22.0,37.0,32.2,82.82,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:40 AM,0.24,11.44,4.92,16.0,22.0,32.5,86.38,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,11:50 AM,0.25,11.44,4.94,16.0,29.0,32.6,93.06,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,12:00 PM,0.48,8.58,4.92,16.0,24.0,32.7,89.64,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,12:10 PM,0.62,8.58,4.93,17.0,24.0,32.6,56.82,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,12:20 PM,0.59,5.72,4.93,12.0,24.0,31.4,49.17,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,12:30 PM,0.57,11.44,4.92,12.0,21.0,31.7,42.12,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,12:40 PM,0.47,11.44,4.9,14.0,22.0,31.8,39.0,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,12:50 PM,0.47,14.3,4.89,13.0,19.0,31.9,36.7,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,1:00 PM,0.49,14.3,4.88,14.0,22.0,32.0,30.04,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,1:10 PM,0.47,14.3,4.92,18.0,34.0,32.4,33.91,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,1:20 PM,0.88,17.16,4.92,14.0,21.0,32.4,35.19,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,1:30 PM,0.76,11.44,4.9,14.0,21.0,31.94,37.45,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,1:40 PM,0.9,14.3,4.88,12.0,19.0,32.4,41.24,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,1:50 PM,0.81,11.44,4.89,13.0,21.0,32.8,45.72,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:00 PM,0.77,14.3,4.92,13.0,24.0,33.1,52.15,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:10 PM,0.72,14.3,4.9,14.0,25.0,33.1,68.9,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:20 PM,0.71,17.16,4.91,13.0,21.0,32.9,74.93,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:30 PM,0.8,11.44,4.88,13.0,24.0,33.3,85.89,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:40 PM,0.61,14.3,4.91,13.0,29.0,33.5,91.06,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,2:50 PM,0.57,14.3,4.89,16.0,22.0,33.01,92.37,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,3:00 PM,0.56,14.3,4.9,16.0,51.0,33.5,88.75,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,3:10 PM,0.64,17.16,4.93,11.0,21.0,33.5,56.0,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,3:20 PM,0.64,14.3,4.93,13.0,19.0,33.7,45.65,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,3:30 PM,0.64,14.3,4.88,13.0,22.0,33.9,41.51,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,3:40 PM,1.25,17.16,4.9,12.0,21.0,33.6,39.05,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,3:50 PM,0.55,8.58,4.89,12.0,21.0,33.7,36.45,11.0,Autumn,,Good
NIT Srinagar,2022-11-06,4:00 PM,0.5,22.88,4.9,13.0,32.0,33.5,31.85,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,4:10 PM,0.55,17.16,4.98,21.0,34.0,33.63,28.5,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,4:20 PM,0.55,11.44,4.9,21.0,34.0,33.5,31.41,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,4:30 PM,0.53,11.44,4.81,19.0,40.0,33.1,35.6,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,4:40 PM,0.49,14.3,4.95,19.0,35.0,33.1,38.58,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,4:50 PM,0.52,14.3,4.94,21.0,45.0,32.7,43.87,11.0,Autumn,,Moderate
NIT Srinagar,2022-11-06,5:00 PM,0.51,11.44,4.0,17.0,35.0,31.4,45.28,11.0,Autumn,,Moderate
NIT Srinagar,2022-12-06,10:00 AM,0.48,8.58,4.0,27.0,34.0,31.5,69.86,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,10:10 AM,0.97,2.86,4.93,31.0,35.0,31.6,74.52,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,10:20 AM,1.1,11.44,4.85,27.0,30.0,32.41,80.64,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,10:30 AM,1.08,8.58,4.0,29.0,33.0,32.71,81.62,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,10:40 AM,1.13,5.72,4.86,30.0,34.0,1.4,84.73,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,10:50 AM,0.66,8.58,4.86,31.0,38.0,30.5,83.95,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,11:00 AM,0.64,11.44,4.88,39.0,37.0,30.7,54.78,12.0,Winter,,Unhealthy for Sensitive Groups
NIT Srinagar,2022-12-06,11:10 AM,0.64,8.58,4.0,30.0,35.0,31.0,45.56,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,11:20 AM,0.6,11.44,4.94,30.0,33.0,31.5,35.58,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,11:30 AM,1.08,5.72,4.86,26.0,38.0,31.9,33.79,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,11:40 AM,1.31,5.72,4.92,25.0,39.0,33.8,30.02,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,11:50 AM,1.28,2.86,4.92,24.0,33.0,33.5,26.63,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:00 PM,1.28,11.44,4.92,22.0,31.0,31.84,39.0,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:10 PM,0.63,11.44,4.92,20.0,30.0,33.5,37.2,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:20 PM,0.38,11.44,4.92,21.0,30.0,33.6,39.11,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:30 PM,0.36,11.44,4.92,21.0,30.0,33.5,37.12,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:40 PM,0.78,11.44,4.92,22.0,31.0,33.8,45.88,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,12:50 PM,0.51,11.44,4.92,24.0,29.0,33.7,51.55,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:00 PM,0.43,11.44,4.92,25.0,28.0,33.6,61.85,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:10 PM,,11.44,4.92,21.0,33.0,33.9,73.06,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:20 PM,1.55,11.44,4.92,20.0,38.0,33.66,76.76,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:30 PM,0.28,5.72,4.92,19.0,36.0,33.9,81.69,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:40 PM,0.49,8.58,4.92,18.0,37.0,33.8,87.68,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,1:50 PM,0.81,8.58,4.92,19.0,37.0,33.7,45.26,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:00 PM,0.82,8.58,4.92,19.0,33.0,34.1,37.94,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:10 PM,1.25,5.72,4.92,17.0,32.0,33.9,31.61,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:20 PM,1.25,8.58,2.05,15.0,38.0,34.0,29.96,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:30 PM,1.25,11.44,2.04,17.0,31.0,34.2,24.01,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:40 PM,0.86,11.44,4.9,17.0,33.0,33.94,26.2,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,2:50 PM,0.81,8.58,4.88,19.0,38.0,34.2,36.78,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:00 PM,0.52,11.44,4.88,21.0,39.0,34.3,46.91,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:10 PM,0.42,11.44,4.9,16.0,41.0,34.4,53.6,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:20 PM,0.38,11.44,4.9,14.0,31.0,34.6,61.39,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:30 PM,1.04,8.58,4.89,16.0,32.0,34.9,65.94,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:40 PM,1.06,8.58,4.95,17.0,37.0,34.9,70.38,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,3:50 PM,1.03,8.58,4.93,16.0,38.0,34.9,76.1,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:00 PM,0.99,11.44,4.93,16.0,32.0,34.6,77.19,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:10 PM,0.53,11.44,4.91,17.0,33.0,34.9,76.58,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:20 PM,0.35,11.44,4.92,14.0,31.0,35.0,73.76,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:30 PM,0.33,11.44,4.94,16.0,29.0,35.2,42.03,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:40 PM,0.34,8.58,4.91,18.0,33.0,35.5,36.55,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,4:50 PM,0.55,11.44,4.92,18.0,33.0,36.7,30.78,12.0,Winter,,Moderate
NIT Srinagar,2022-12-06,5:00 PM,0.73,11.44,4.89,14.0,33.0,38.7,25.94,12.0,Winter,,Moderate
Kashmir University,,10:00 AM,0.76,14.3,4.89,16.0,40.0,38.5,22.35,,Autumn,,Moderate
Kashmir University,,10:10 AM,0.75,8.58,4.98,17.0,40.0,36.36,21.96,,Autumn,,Moderate
Kashmir University,,10:20 AM,0.66,11.44,4.87,18.0,40.0,38.5,23.62,,Autumn,,Moderate
Kashmir University,,10:30 AM,0.68,17.16,4.88,17.0,35.0,38.7,28.71,,Autumn,,Moderate
Kashmir University,,10:40 AM,0.69,14.3,4.93,11.0,30.0,39.5,34.99,,Autumn,,Good
Kashmir University,,10:50 AM,0.67,20.02,4.89,12.0,35.0,38.0,40.44,,Autumn,,Good
Kashmir University,,11:00 AM,0.44,14.3,4.84,19.0,37.0,35.9,43.21,,Autumn,,Moderate
Kashmir University,,11:10 AM,0.36,11.44,4.92,12.0,22.0,35.5,46.46,,Autumn,,Good
Kashmir University,,11:20 AM,0.34,11.44,4.94,19.0,30.0,35.5,51.02,,Autumn,,Moderate
Kashmir University,,11:30 AM,0.36,8.58,4.92,22.0,35.0,37.37,69.9,,Autumn,,Moderate
Kashmir University,,11:40 AM,0.47,8.58,4.93,18.0,35.0,35.5,75.05,,Autumn,,Moderate
Kashmir University,,11:50 AM,0.65,11.44,4.93,12.0,21.0,35.6,78.36,,Autumn,,Good
Kashmir University,,12:00 PM,0.66,11.44,4.92,13.0,32.0,35.6,74.91,,Autumn,,Moderate
Kashmir University,,12:10 PM,0.66,8.58,4.9,16.0,25.0,35.2,64.56,,Autumn,,Moderate
Kashmir University,,12:20 PM,0.39,8.58,4.89,17.0,29.0,35.3,44.22,,Autumn,,Moderate
Kashmir University,,12:30 PM,0.39,8.58,4.88,14.0,22.0,35.2,39.75,,Autumn,,Moderate
Kashmir University,,12:40 PM,0.37,8.58,4.92,17.0,29.0,37.0,36.22,,Autumn,,Moderate
Kashmir University,,12:50 PM,0.32,8.58,4.92,18.0,37.0,37.1,37.39,,Autumn,,Moderate
Kashmir University,,1:00 PM,0.73,5.72,4.9,19.0,64.0,35.9,43.41,,Autumn,,Moderate
Kashmir University,,1:10 PM,0.92,11.44,4.88,17.0,45.0,36.0,50.31,,Autumn,,Moderate
Kashmir University,,1:20 PM,0.91,0.0,4.89,21.0,51.0,36.1,53.71,,Autumn,,Moderate
Kashmir University,,1:30 PM,0.85,11.44,4.92,21.0,50.0,34.1,64.68,,Autumn,,Moderate
Kashmir University,,1:40 PM,0.58,8.58,4.9,21.0,55.0,34.4,66.52,,Autumn,,Moderate
Kashmir University,,1:50 PM,0.5,11.44,4.91,18.0,32.0,34.5,68.89,,Autumn,,Moderate
Kashmir University,,2:00 PM,0.5,8.58,4.88,19.0,46.0,34.6,74.91,,Autumn,,Moderate
Kashmir University,,2:10 PM,0.56,8.58,4.91,19.0,43.0,34.5,76.71,,Autumn,,Moderate
Kashmir University,,2:20 PM,0.52,8.58,4.89,21.0,48.0,35.4,65.44,,Autumn,,Moderate
Kashmir University,,2:30 PM,0.45,5.72,4.9,18.0,48.0,36.7,57.18,,Autumn,,Moderate
Kashmir University,,2:40 PM,0.5,8.58,4.93,17.0,40.0,35.4,35.67,,Autumn,,Moderate
Kashmir University,,2:50 PM,0.49,8.58,4.93,14.0,32.0,35.5,34.98,,Autumn,,Moderate
Kashmir University,,3:00 PM,0.47,5.72,4.88,14.0,29.0,35.6,33.0,,Autumn,,Moderate
Kashmir University,,3:10 PM,0.52,8.58,4.9,17.0,35.0,35.7,27.25,,Autumn,,Moderate
Kashmir University,,3:20 PM,0.48,5.72,4.89,16.0,34.0,35.6,27.69,,Autumn,,Moderate
Kashmir University,,3:30 PM,0.47,8.58,4.9,14.0,32.0,35.5,32.73,,Autumn,,Moderate
Kashmir University,,3:40 PM,0.63,5.72,4.98,16.0,29.0,35.8,25.81,,Autumn,,Moderate
Kashmir University,,3:50 PM,0.72,17.16,4.9,17.0,40.0,35.4,24.16,,Autumn,,Moderate
Kashmir University,,4:00 PM,0.71,8.58,4.81,17.0,66.0,35.8,18.21,,Autumn,,Moderate
Kashmir University,,4:10 PM,0.52,11.44,4.95,16.0,35.0,35.7,13.6,,Autumn,,Moderate
Kashmir University,,4:20 PM,0.52,11.44,4.94,17.0,37.0,35.6,14.62,,Autumn,,Moderate
Kashmir University,,4:30 PM,0.51,8.58,4.2,18.0,46.0,36.0,20.4,,Autumn,,Moderate
Kashmir University,,4:40 PM,0.51,14.3,4.2,17.0,43.0,35.8,30.98,,Autumn,,Moderate
Kashmir University,,4:50 PM,1.25,8.58,4.93,18.0,27.0,35.9,41.11,,Autumn,,Moderate
Kashmir University,,5:00 PM,1.08,11.44,4.85,19.0,43.0,36.1,47.8,,Autumn,,Moderate
Kashmir University,,10:00 AM,0.71,8.58,4.3,31.0,50.0,35.4,23.37,,Autumn,,Moderate
Kashmir University,,10:10 AM,0.74,5.72,4.86,35.0,42.0,36.1,27.92,,Autumn,,Moderate
Kashmir University,,10:20 AM,0.7,5.72,4.86,29.0,49.0,36.2,26.6,,Autumn,,Moderate
Kashmir University,,10:30 AM,0.69,2.86,4.88,26.0,55.0,36.4,27.8,,Autumn,,Moderate
Kashmir University,,10:40 AM,0.66,2.86,4.0,32.0,66.0,36.7,32.36,,Autumn,,Moderate
Kashmir University,,10:50 AM,0.54,5.72,4.94,35.0,65.0,36.8,38.08,,Autumn,,Moderate
Kashmir University,,11:00 AM,1.25,2.86,4.86,37.0,69.0,36.8,39.17,,Autumn,,Unhealthy for Sensitive Groups
Kashmir University,,11:10 AM,0.49,5.72,4.92,36.0,71.0,36.8,38.56,,Autumn,,Unhealthy for Sensitive Groups
Kashmir University,,11:20 AM,0.47,8.58,2.89,38.0,82.0,37.1,35.74,,Autumn,,Unhealthy for Sensitive Groups
Kashmir University,,11:30 AM,0.52,8.58,2.88,35.0,68.0,36.8,43.87,,Autumn,,Moderate
Kashmir University,,11:40 AM,0.48,8.58,2.96,24.0,59.0,36.9,36.23,,Autumn,,Moderate
Kashmir University,,11:50 AM,0.47,8.58,2.98,19.0,40.0,37.1,30.75,,Autumn,,Moderate
Kashmir University,,12:00 PM,0.63,8.58,2.98,22.0,48.0,35.5,24.98,,Autumn,,Moderate
Kashmir University,,12:00 PM,0.72,8.58,2.93,22.0,48.0,36.7,20.14,,Autumn,,Moderate
Kashmir University,,12:10 PM,0.7,8.58,2.97,18.0,43.0,36.8,16.55,,Autumn,,Moderate
Kashmir University,,12:20 PM,0.69,8.58,2.97,24.0,61.0,36.6,16.16,,Autumn,,Moderate
Kashmir University,,12:30 PM,0.68,8.58,3.02,18.0,48.0,36.5,17.82,,Autumn,,Moderate
Kashmir University,,12:40 PM,0.67,5.72,2.97,21.0,51.0,38.6,20.69,,Autumn,,Moderate
Kashmir University,,12:50 PM,0.66,5.72,2.97,19.0,56.0,38.3,18.05,,Autumn,,Moderate
Kashmir University,,1:00 PM,1.25,8.58,3.03,19.0,46.0,36.5,22.91,,Autumn,,Moderate
Kashmir University,,1:10 PM,0.32,8.58,3.01,19.0,45.0,34.3,29.19,,Autumn,,Moderate
Kashmir University,,1:20 PM,0.11,8.58,2.97,21.0,58.0,35.9,34.64,,Autumn,,Moderate
Kashmir University,,1:30 PM,0.06,8.58,3.03,21.0,53.0,35.5,37.41,,Autumn,,Moderate
Kashmir University,,1:40 PM,0.08,8.58,3.01,18.0,43.0,35.5,40.66,,Autumn,,Moderate
Kashmir University,,1:50 PM,0.34,8.58,3.0,18.0,38.0,35.4,45.22,,Autumn,,Moderate
Kashmir University,,2:00 PM,0.43,8.58,2.98,18.0,51.0,35.5,57.44,,Autumn,,Moderate
Kashmir University,,2:10 PM,0.38,8.58,3.02,17.0,37.0,35.6,58.63,,Autumn,,Moderate
Kashmir University,,2:20 PM,0.42,8.58,3.02,18.0,43.0,35.6,64.1,,Autumn,,Moderate
Kashmir University,,2:30 PM,0.49,8.58,3.01,16.0,51.0,35.2,69.25,,Autumn,,Moderate
Kashmir University,,2:40 PM,0.62,8.58,3.0,9.0,37.0,35.3,72.56,,Autumn,,Good
Kashmir University,,2:50 PM,0.0,8.58,3.0,8.0,27.0,35.2,69.11,,Autumn,,Good
Kashmir University,,3:00 PM,0.0,8.58,2.99,9.0,34.0,35.1,58.76,,Autumn,,Good
Kashmir University,,3:10 PM,0.0,8.58,2.97,9.0,30.0,35.36,51.72,,Autumn,,Good
Kashmir University,,3:20 PM,0.0,8.58,3.0,7.0,29.0,35.98,45.1,,Autumn,,Good
Kashmir University,,3:30 PM,1.25,0.0,2.97,7.0,29.0,36.7,38.42,,Autumn,,Good
Kashmir University,,3:40 PM,0.51,0.0,3.02,8.0,29.0,36.8,33.95,,Autumn,,Good
Kashmir University,,3:50 PM,0.54,8.58,2.96,11.0,32.0,36.6,28.62,,Autumn,,Good
Kashmir University,,4:00 PM,0.53,8.58,2.99,9.0,30.0,36.5,29.42,,Autumn,,Good
Kashmir University,,4:10 PM,0.5,11.44,3.0,11.0,42.0,38.6,30.42,,Autumn,,Good
Kashmir University,,4:20 PM,0.58,11.44,2.99,12.0,34.0,38.3,31.59,,Autumn,,Good
Kashmir University,,4:30 PM,0.57,14.3,3.02,11.0,35.0,36.5,37.61,,Autumn,,Good
Kashmir University,,4:40 PM,0.59,11.44,3.0,11.0,37.0,34.3,44.51,,Autumn,,Good
Kashmir University,,4:50 PM,0.57,14.3,3.01,9.0,27.0,35.9,47.91,,Autumn,,Good
Kashmir University,,5:00 PM,0.58,5.72,3.02,9.0,40.0,35.5,58.88,,Autumn,,Good
Kashmir University,,10:00 AM,0.61,11.44,3.01,17.0,31.0,33.6,65.01,,Autumn,,Moderate
Kashmir University,,10:10 AM,0.56,14.3,3.02,18.0,32.0,33.7,66.22,,Autumn,,Moderate
Kashmir University,,10:20 AM,0.6,8.58,2.99,19.0,35.0,33.8,60.72,,Autumn,,Moderate
Kashmir University,,10:30 AM,0.61,5.72,2.96,17.0,32.0,33.7,63.09,,Autumn,,Moderate
Kashmir University,,10:40 AM,0.62,8.58,3.03,17.0,29.0,33.6,69.11,,Autumn,,Moderate
Kashmir University,,10:50 AM,0.63,5.72,2.98,16.0,29.0,33.9,70.91,,Autumn,,Moderate
Kashmir University,,11:00 AM,0.63,5.72,3.05,16.0,29.0,33.97,59.64,,Autumn,,Moderate
Kashmir University,,11:10 AM,0.64,8.58,3.05,12.0,24.0,33.9,51.38,,Autumn,,Good
Kashmir University,,11:20 AM,0.65,8.58,3.03,16.0,32.0,33.8,40.97,,Autumn,,Moderate
Kashmir University,,11:30 AM,0.66,5.72,3.0,16.0,32.0,33.7,34.9,,Autumn,,Moderate
