Location,Date,Time,CO (mg/m3),SO2(µg/m³),NO2(µg/m³),PM2.5(µg/m³),PM10(µg/m³),Temp(°C),RH (%),Month,Season,Hour,AQI_Category
Kashmir University,,12:40 PM,0.32,2.86,2.05,14.0,22.0,2.8,23.6,,Autumn,,Moderate
Kashmir University,,12:50 PM,0.28,14.3,0.0,13.0,19.0,2.6,23.7,,Autumn,,Moderate
Kashmir University,,1:00 PM,0.28,2.86,0.0,14.0,22.0,2.6,24.0,,Autumn,,Moderate
Kashmir University,,1:10 PM,0.0,0.0,2.05,18.0,34.0,2.8,23.7,,Autumn,,Moderate
Kashmir University,,1:20 PM,1.25,0.0,0.0,14.0,21.0,2.6,23.8,,Autumn,,Moderate
Kashmir University,,1:30 PM,0.26,0.0,0.0,16.0,25.0,2.6,24.3,,Autumn,,Moderate
Kashmir University,,1:40 PM,0.31,0.0,0.0,12.0,19.0,2.7,25.3,,Autumn,,Good
Kashmir University,,1:50 PM,0.32,0.0,0.0,13.0,21.0,2.6,22.9,,Autumn,,Moderate
Kashmir University,,2:00 PM,0.34,0.0,0.0,13.0,24.0,2.8,27.9,,Autumn,,Moderate
Kashmir University,,2:10 PM,0.31,0.0,2.05,14.0,25.0,2.6,27.9,,Autumn,,Moderate
Kashmir University,,2:20 PM,0.26,2.86,0.0,13.0,21.0,2.6,25.11,,Autumn,,Moderate
Kashmir University,,2:30 PM,0.25,0.0,0.0,13.0,24.0,2.6,27.9,,Autumn,,Moderate
Kashmir University,,2:40 PM,0.28,0.0,0.0,0.0,29.0,2.7,34.4,,Autumn,,Good
Kashmir University,,2:50 PM,0.39,0.0,0.0,0.0,22.0,2.6,35.6,,Autumn,,Good
Kashmir University,,3:00 PM,0.32,0.0,0.0,0.0,51.0,2.5,36.3,,Autumn,,Good
Kashmir University,,3:10 PM,0.32,0.0,0.0,0.0,21.0,2.5,36.9,,Autumn,,Good
Kashmir University,,3:20 PM,0.33,0.0,0.0,0.0,19.0,2.3,36.1,,Autumn,,Good
Kashmir University,,3:30 PM,0.33,0.0,2.05,0.0,2.0,2.7,24.2,,Autumn,,Good
Kashmir University,,3:40 PM,0.33,17.16,0.0,0.0,3.0,2.5,33.06,,Autumn,,Good
Kashmir University,,3:50 PM,0.34,0.0,0.0,0.0,1.0,2.4,32.6,,Autumn,,Good
Kashmir University,,4:00 PM,0.34,0.0,2.05,0.0,32.0,2.4,31.5,,Autumn,,Good
Kashmir University,,4:10 PM,0.34,0.0,0.0,1.0,1.0,2.6,30.9,,Autumn,,Good
Kashmir University,,4:20 PM,1.25,2.86,2.05,0.0,1.0,2.4,30.3,,Autumn,,Good
Kashmir University,,4:30 PM,0.0,0.0,1.47,1.0,2.0,2.4,29.6,,Autumn,,Good
Kashmir University,,4:40 PM,0.0,0.0,1.47,1.0,1.0,2.4,29.2,,Autumn,,Good
Kashmir University,,4:50 PM,0.0,2.86,1.47,0.0,2.0,2.5,28.7,,Autumn,,Good
Kashmir University,,5:00 PM,0.0,0.0,1.37,0.0,1.0,2.4,30.4,,Autumn,,Good
Hazratbal Shrine,,10:00 AM,0.0,11.44,1.37,14.0,25.0,2.6,28.7,,Autumn,,Moderate
Hazratbal Shrine,,10:10 AM,1.25,8.58,1.34,11.0,21.0,2.7,28.3,,Autumn,,Good
Hazratbal Shrine,,10:20 AM,0.0,8.58,1.31,13.0,23.0,2.6,27.9,,Autumn,,Moderate
Hazratbal Shrine,,10:30 AM,1.25,11.44,1.28,17.0,24.0,2.8,27.5,,Autumn,,Moderate
Hazratbal Shrine,,10:40 AM,0.0,14.3,1.25,17.0,29.0,2.6,27.0,,Autumn,,Moderate
Hazratbal Shrine,,10:50 AM,0.0,11.44,1.47,20.0,29.0,2.6,26.8,,Autumn,,Moderate
Hazratbal Shrine,,11:00 AM,0.0,8.58,1.47,21.0,38.0,2.4,26.7,,Autumn,,Moderate
Hazratbal Shrine,,11:10 AM,0.0,0.0,1.47,23.0,38.0,2.6,26.8,,Autumn,,Moderate
Hazratbal Shrine,,11:20 AM,0.0,0.0,1.47,25.0,38.0,2.4,26.7,,Autumn,,Moderate
Hazratbal Shrine,,11:30 AM,1.25,0.0,2.05,22.0,39.0,2.4,26.5,,Autumn,,Moderate
Hazratbal Shrine,,11:40 AM,0.0,0.0,1.47,18.0,22.0,2.6,26.3,,Autumn,,Moderate
Hazratbal Shrine,,11:50 AM,0.34,0.0,1.47,16.0,29.0,2.4,26.1,,Autumn,,Moderate
Hazratbal Shrine,,12:00 PM,0.39,2.86,1.47,16.0,24.0,2.4,25.9,,Autumn,,Moderate
Hazratbal Shrine,,12:10 PM,0.35,2.86,1.37,17.0,24.0,2.5,25.6,,Autumn,,Moderate
Hazratbal Shrine,,12:20 PM,0.26,2.86,2.05,12.0,24.0,2.4,25.3,,Autumn,,Good
Hazratbal Shrine,,12:30 PM,0.22,2.86,1.47,15.0,21.0,2.6,26.06,,Autumn,,Moderate
Hazratbal Shrine,,12:40 PM,0.26,2.86,1.47,14.0,22.0,2.4,25.3,,Autumn,,Moderate
Hazratbal Shrine,,12:50 PM,0.25,14.3,1.47,13.0,19.0,2.4,25.4,,Autumn,,Moderate
Hazratbal Shrine,,1:00 PM,0.39,2.86,1.37,14.0,22.0,2.4,25.2,,Autumn,,Moderate
Hazratbal Shrine,,1:10 PM,0.3,0.0,0.0,18.0,34.0,2.5,25.0,,Autumn,,Moderate
Hazratbal Shrine,,1:20 PM,0.3,0.0,0.0,14.0,21.0,2.4,24.9,,Autumn,,Moderate
Hazratbal Shrine,,1:30 PM,0.26,0.0,2.05,16.0,25.0,2.6,24.9,,Autumn,,Moderate
Hazratbal Shrine,,1:40 PM,0.23,0.0,1.47,12.0,19.0,2.7,24.6,,Autumn,,Good
Hazratbal Shrine,,1:50 PM,0.24,0.0,1.47,13.0,21.0,2.6,25.04,,Autumn,,Moderate
Hazratbal Shrine,,2:00 PM,0.25,0.0,1.47,13.0,24.0,2.8,24.6,,Autumn,,Moderate
Hazratbal Shrine,,2:10 PM,0.28,0.0,1.37,14.0,25.0,2.6,24.3,,Autumn,,Moderate
Hazratbal Shrine,,2:20 PM,0.3,2.86,2.05,13.0,21.0,2.6,24.1,,Autumn,,Moderate
Hazratbal Shrine,,2:30 PM,0.41,0.0,1.47,13.0,24.0,2.4,23.9,,Autumn,,Moderate
Hazratbal Shrine,,2:40 PM,0.33,0.0,1.47,0.0,29.0,2.6,23.8,,Autumn,,Good
Hazratbal Shrine,,2:50 PM,0.32,0.0,1.47,0.0,22.0,2.4,23.6,,Autumn,,Good
Hazratbal Shrine,,3:00 PM,0.37,0.0,1.47,0.0,51.0,2.4,23.7,,Autumn,,Good
Hazratbal Shrine,,3:10 PM,0.34,2.86,1.37,0.0,21.0,2.6,24.0,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.32,2.86,1.02,2.0,19.0,2.4,23.7,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.26,0.0,1.49,1.0,10.0,2.4,23.8,,Autumn,,Good
Hazratbal Shrine,,3:40 PM,0.24,17.16,1.41,2.0,7.0,2.5,24.3,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.26,0.0,1.47,0.0,1.0,2.4,25.3,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.3,0.0,0.17,0.0,32.0,2.6,22.9,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.31,0.0,,2.0,1.0,2.4,27.9,,Autumn,,Good
Hazratbal Shrine,,4:20 PM,0.3,2.86,0.0,0.0,17.0,2.4,27.9,,Autumn,,Good
Hazratbal Shrine,,4:30 PM,0.29,0.0,2.05,1.0,2.0,2.4,25.11,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.29,0.0,2.05,1.0,4.0,2.5,27.9,,Autumn,,Good
Hazratbal Shrine,,4:50 PM,0.27,2.86,0.0,0.0,16.0,2.4,34.4,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.25,0.0,0.0,0.0,1.0,2.3,35.6,,Autumn,,Good
Hazratbal Shrine,,10:00 AM,0.26,8.58,0.59,10.0,40.0,2.3,36.3,,Autumn,,Good
Hazratbal Shrine,,10:10 AM,0.31,5.72,0.0,11.0,42.0,2.1,36.9,,Autumn,,Good
Hazratbal Shrine,,10:20 AM,0.35,5.72,0.0,10.0,41.0,2.5,36.1,,Autumn,,Good
Hazratbal Shrine,,10:30 AM,0.42,2.86,2.05,16.0,40.0,2.3,24.2,,Autumn,,Moderate
Hazratbal Shrine,,10:40 AM,0.29,2.86,0.0,15.0,39.0,2.2,33.06,,Autumn,,Moderate
Hazratbal Shrine,,10:50 AM,0.23,5.72,0.0,16.0,39.0,2.1,,,Autumn,,Moderate
Hazratbal Shrine,,11:00 AM,0.26,5.72,0.29,16.0,38.0,2.2,,,Autumn,,Moderate
Hazratbal Shrine,,11:10 AM,0.24,2.86,1.88,12.0,32.0,2.1,38.3,,Autumn,,Good
Hazratbal Shrine,,11:20 AM,0.29,0.0,1.92,18.0,30.0,2.3,38.1,,Autumn,,Moderate
Hazratbal Shrine,,11:30 AM,0.3,2.86,1.89,12.0,31.0,2.1,38.0,,Autumn,,Good
Hazratbal Shrine,,11:40 AM,0.32,5.72,0.95,15.0,27.0,2.1,37.6,,Autumn,,Moderate
Hazratbal Shrine,,11:50 AM,0.0,5.72,1.87,17.0,20.0,2.1,37.6,,Autumn,,Moderate
Hazratbal Shrine,,12:00 PM,1.54,5.72,1.87,18.0,39.0,2.2,37.5,,Autumn,,Moderate
Hazratbal Shrine,,12:10 PM,0.27,0.0,1.88,16.0,36.0,2.1,37.5,,Autumn,,Moderate
Hazratbal Shrine,,12:20 PM,0.24,2.86,1.9,17.0,33.0,2.3,37.8,,Autumn,,Moderate
Hazratbal Shrine,,12:30 PM,0.24,2.86,1.91,16.0,45.0,2.4,37.5,,Autumn,,Moderate
Hazratbal Shrine,,12:40 PM,0.35,2.86,1.88,16.0,33.0,2.3,37.4,,Autumn,,Moderate
Hazratbal Shrine,,12:50 PM,0.35,2.86,1.92,14.0,31.0,2.5,37.2,,Autumn,,Moderate
Hazratbal Shrine,,1:00 PM,0.36,2.86,1.89,17.0,30.0,2.3,37.1,,Autumn,,Moderate
Hazratbal Shrine,,1:10 PM,0.36,5.72,2.98,19.0,31.0,2.3,36.8,,Autumn,,Moderate
Hazratbal Shrine,,1:20 PM,0.36,2.86,3.03,18.0,33.0,2.1,36.3,,Autumn,,Moderate
Hazratbal Shrine,,1:30 PM,0.36,5.72,3.04,13.0,35.0,2.3,36.1,,Autumn,,Moderate
Hazratbal Shrine,,1:40 PM,0.36,0.0,2.98,18.0,35.0,2.1,36.91,,Autumn,,Moderate
Hazratbal Shrine,,1:50 PM,0.36,8.58,2.97,15.0,36.0,2.1,36.1,,Autumn,,Moderate
Hazratbal Shrine,,2:00 PM,0.36,5.72,2.98,18.0,33.0,2.3,35.9,,Autumn,,Moderate
Hazratbal Shrine,,2:10 PM,0.37,5.72,2.99,14.0,34.0,2.1,35.2,,Autumn,,Moderate
Hazratbal Shrine,,2:20 PM,0.37,0.0,3.0,18.0,32.0,2.1,34.5,,Autumn,,Moderate
Hazratbal Shrine,,2:30 PM,0.37,2.86,2.94,18.0,33.0,2.2,34.5,,Autumn,,Moderate
Hazratbal Shrine,,2:40 PM,0.37,0.0,2.93,17.0,38.0,2.1,34.4,,Autumn,,Moderate
Hazratbal Shrine,,2:50 PM,0.37,5.72,2.84,17.0,39.0,2.3,34.4,,Autumn,,Moderate
Hazratbal Shrine,,3:00 PM,0.37,5.72,2.8,14.0,33.0,2.1,35.0,,Autumn,,Moderate
Hazratbal Shrine,,3:10 PM,0.38,0.0,2.75,10.0,34.0,2.1,34.4,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.38,2.86,2.7,12.0,33.0,2.1,34.3,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.38,2.86,2.65,12.0,33.0,2.2,34.3,,Autumn,,Good
Hazratbal Shrine,,3:40 PM,0.38,2.86,2.6,7.0,31.0,2.1,34.3,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.38,0.0,2.55,12.0,29.0,2.0,34.3,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.38,0.0,2.5,10.0,28.0,2.0,34.2,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.39,0.0,2.05,15.0,33.0,1.8,34.1,,Autumn,,Moderate
Hazratbal Shrine,,4:20 PM,0.39,0.0,2.42,19.0,31.0,2.2,34.27,,Autumn,,Moderate
Hazratbal Shrine,,4:30 PM,0.39,0.0,2.38,6.0,36.0,2.0,34.1,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.39,0.0,2.34,17.0,40.0,1.9,34.0,,Autumn,,Moderate
Hazratbal Shrine,,4:50 PM,0.39,0.0,2.3,8.0,21.0,2.0,34.1,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.39,0.0,2.26,4.0,17.0,2.0,34.1,,Autumn,,Good
Hazratbal Shrine,,10:00 AM,0.39,8.58,2.22,10.0,40.0,1.8,34.1,,Autumn,,Good
Hazratbal Shrine,,10:10 AM,0.4,5.72,2.19,11.0,42.0,1.3,37.7,,Autumn,,Good
Hazratbal Shrine,,10:20 AM,0.4,5.72,2.15,10.0,41.0,1.4,35.6,,Autumn,,Good
Hazratbal Shrine,,10:30 AM,0.4,2.86,2.11,16.0,40.0,1.2,34.81,,Autumn,,Moderate
Hazratbal Shrine,,10:40 AM,0.4,2.86,2.07,15.0,39.0,1.2,35.6,,Autumn,,Moderate
Hazratbal Shrine,,10:50 AM,0.4,5.72,2.03,16.0,39.0,1.1,36.2,,Autumn,,Moderate
Hazratbal Shrine,,11:00 AM,0.4,5.72,1.99,16.0,38.0,1.1,36.1,,Autumn,,Moderate
Hazratbal Shrine,,11:10 AM,0.41,2.86,1.95,12.0,32.0,1.5,37.8,,Autumn,,Good
Hazratbal Shrine,,11:20 AM,0.41,0.0,1.91,18.0,30.0,2.0,37.8,,Autumn,,Moderate
Hazratbal Shrine,,11:30 AM,0.41,2.86,1.87,12.0,31.0,1.9,37.8,,Autumn,,Good
Hazratbal Shrine,,11:40 AM,0.41,5.72,1.84,15.0,27.0,2.0,37.5,,Autumn,,Moderate
Hazratbal Shrine,,11:50 AM,0.41,5.72,1.8,17.0,20.0,2.0,36.97,,Autumn,,Moderate
Hazratbal Shrine,,12:00 PM,0.41,5.72,1.76,18.0,39.0,1.8,37.5,,Autumn,,Moderate
Hazratbal Shrine,,12:10 PM,0.42,0.0,1.72,16.0,36.0,1.9,37.5,,Autumn,,Moderate
Hazratbal Shrine,,12:20 PM,0.42,2.86,1.68,17.0,33.0,2.0,37.6,,Autumn,,Moderate
Hazratbal Shrine,,12:30 PM,0.42,2.86,1.64,16.0,45.0,1.9,37.4,,Autumn,,Moderate
Hazratbal Shrine,,12:40 PM,0.42,2.86,1.6,16.0,33.0,1.6,37.3,,Autumn,,Moderate
Hazratbal Shrine,,12:50 PM,0.42,2.86,1.56,14.0,31.0,1.6,37.3,,Autumn,,Moderate
Hazratbal Shrine,,1:00 PM,0.42,2.86,1.53,17.0,30.0,1.2,37.8,,Autumn,,Moderate
Hazratbal Shrine,,1:10 PM,0.42,5.72,1.49,19.0,31.0,1.2,37.49,,Autumn,,Moderate
Hazratbal Shrine,,1:20 PM,0.43,2.86,1.45,18.0,33.0,2.7,37.17,,Autumn,,Moderate
Hazratbal Shrine,,1:30 PM,0.43,5.72,1.41,13.0,35.0,2.6,36.86,,Autumn,,Moderate
Hazratbal Shrine,,1:40 PM,0.43,0.0,1.37,18.0,35.0,2.8,36.54,,Autumn,,Moderate
Hazratbal Shrine,,1:50 PM,0.43,8.58,1.33,15.0,36.0,2.6,36.23,,Autumn,,Moderate
Hazratbal Shrine,,2:00 PM,0.43,5.72,1.29,18.0,33.0,2.6,35.91,,Autumn,,Moderate
Hazratbal Shrine,,2:10 PM,0.43,5.72,1.25,14.0,34.0,2.8,35.6,,Autumn,,Moderate
Hazratbal Shrine,,2:20 PM,0.44,2.86,1.22,18.0,32.0,2.6,35.29,,Autumn,,Moderate
Hazratbal Shrine,,2:30 PM,0.44,2.86,1.18,18.0,33.0,2.6,34.97,,Autumn,,Moderate
Hazratbal Shrine,,2:40 PM,0.44,5.72,1.14,17.0,38.0,2.7,37.5,,Autumn,,Moderate
Hazratbal Shrine,,2:50 PM,0.44,0.0,1.1,17.0,39.0,2.6,37.8,,Autumn,,Moderate
Hazratbal Shrine,,3:00 PM,0.44,0.0,1.06,14.0,33.0,2.8,37.5,,Autumn,,Moderate
Hazratbal Shrine,,3:10 PM,0.44,0.0,1.02,10.0,34.0,2.6,37.4,,Autumn,,Good
Hazratbal Shrine,,3:20 PM,0.45,2.86,0.98,12.0,33.0,2.6,37.2,,Autumn,,Good
Hazratbal Shrine,,3:30 PM,0.45,2.86,0.94,12.0,33.0,2.6,37.1,,Autumn,,Good
Hazratbal Shrine,,3:40 PM,0.45,2.86,0.91,7.0,0.0,2.7,36.8,,Autumn,,Good
Hazratbal Shrine,,3:50 PM,0.45,0.0,0.87,12.0,29.0,2.6,36.3,,Autumn,,Good
Hazratbal Shrine,,4:00 PM,0.45,0.0,0.83,10.0,28.0,2.8,36.1,,Autumn,,Good
Hazratbal Shrine,,4:10 PM,0.45,0.0,0.79,10.0,11.0,2.9,36.91,,Autumn,,Good
Hazratbal Shrine,,4:20 PM,0.45,0.0,0.75,19.0,31.0,2.8,36.1,,Autumn,,Moderate
Hazratbal Shrine,,4:30 PM,0.46,0.0,0.71,6.0,39.0,3.0,35.9,,Autumn,,Good
Hazratbal Shrine,,4:40 PM,0.46,0.0,0.67,11.0,22.0,2.8,35.2,,Autumn,,Good
Hazratbal Shrine,,4:50 PM,0.46,0.0,0.63,8.0,40.0,2.8,34.5,,Autumn,,Good
Hazratbal Shrine,,5:00 PM,0.46,0.0,0.59,4.0,17.0,2.6,34.5,,Autumn,,Good
Nigeen Club,,10:00 AM,0.46,8.58,0.56,10.0,40.0,2.8,34.4,,Autumn,,Good
Nigeen Club,,10:10 AM,0.46,5.72,0.52,11.0,42.0,2.6,34.4,,Autumn,,Good
Nigeen Club,,10:20 AM,0.47,5.72,0.48,10.0,41.0,2.6,35.0,,Autumn,,Good
Nigeen Club,,10:30 AM,0.47,2.86,0.44,16.0,40.0,2.8,34.4,,Autumn,,Moderate
Nigeen Club,,10:40 AM,0.47,2.86,0.4,15.0,39.0,2.6,34.3,,Autumn,,Moderate
Nigeen Club,,10:50 AM,0.47,5.72,0.36,16.0,39.0,2.6,34.3,,Autumn,,Moderate
Nigeen Club,,11:00 AM,0.47,5.72,0.32,16.0,38.0,2.7,34.3,,Autumn,,Moderate
Nigeen Club,,11:10 AM,0.47,2.86,0.28,12.0,32.0,2.6,34.3,,Autumn,,Good
Nigeen Club,,11:20 AM,0.48,0.0,0.25,18.0,30.0,2.8,34.2,,Autumn,,Moderate
Nigeen Club,,11:30 AM,0.48,2.86,0.21,12.0,31.0,2.6,34.1,,Autumn,,Good
Nigeen Club,,11:40 AM,0.48,5.72,0.17,15.0,27.0,2.6,34.27,,Autumn,,Moderate
Nigeen Club,,11:50 AM,0.48,5.72,0.13,17.0,20.0,2.6,34.1,,Autumn,,Moderate
Nigeen Club,,12:00 PM,0.48,5.72,0.09,18.0,39.0,2.7,34.0,,Autumn,,Moderate
Nigeen Club,,12:10 PM,0.48,0.0,0.48,16.0,36.0,2.6,34.1,,Autumn,,Moderate
Nigeen Club,,12:20 PM,0.48,2.86,0.44,17.0,33.0,2.8,34.1,,Autumn,,Moderate
Nigeen Club,,12:30 PM,0.49,2.86,0.4,16.0,45.0,2.9,34.1,,Autumn,,Moderate
Nigeen Club,,12:40 PM,0.49,2.86,0.36,16.0,33.0,2.8,37.7,,Autumn,,Moderate
Nigeen Club,,12:50 PM,0.49,2.86,0.32,14.0,31.0,3.0,35.6,,Autumn,,Moderate
Nigeen Club,,1:00 PM,0.27,2.86,0.28,17.0,30.0,2.8,34.81,,Autumn,,Moderate
Nigeen Club,,1:10 PM,0.24,5.72,0.25,19.0,31.0,2.8,35.6,,Autumn,,Moderate
Nigeen Club,,1:20 PM,0.24,2.86,0.21,18.0,33.0,2.6,36.2,,Autumn,,Moderate
Nigeen Club,,1:30 PM,0.27,5.72,0.17,13.0,35.0,2.8,36.1,,Autumn,,Moderate
Nigeen Club,,1:40 PM,0.31,0.0,0.13,18.0,35.0,2.6,37.8,,Autumn,,Moderate
Nigeen Club,,1:50 PM,0.31,8.58,0.09,15.0,36.0,2.6,37.8,,Autumn,,Moderate
Nigeen Club,,2:00 PM,0.22,5.72,0.05,18.0,33.0,2.8,37.8,,Autumn,,Moderate
Nigeen Club,,2:10 PM,0.26,5.72,0.01,14.0,34.0,2.6,37.5,,Autumn,,Moderate
Nigeen Club,,2:20 PM,0.26,2.86,0.01,18.0,32.0,2.6,36.97,,Autumn,,Moderate
Nigeen Club,,2:30 PM,0.23,2.86,0.01,18.0,33.0,2.7,37.5,,Autumn,,Moderate
Nigeen Club,,2:40 PM,0.3,5.72,0.01,17.0,38.0,2.6,37.5,,Autumn,,Moderate
Nigeen Club,,2:50 PM,0.31,5.72,0.01,17.0,39.0,2.8,37.6,,Autumn,,Moderate
Nigeen Club,,3:00 PM,0.31,5.72,0.01,14.0,33.0,2.6,37.4,,Autumn,,Moderate
Nigeen Club,,3:10 PM,0.27,0.0,0.01,10.0,34.0,2.6,37.3,,Autumn,,Good
Nigeen Club,,3:20 PM,0.26,2.86,0.01,12.0,33.0,2.6,37.3,,Autumn,,Good
Nigeen Club,,3:30 PM,0.26,2.86,0.98,12.0,33.0,2.7,37.8,,Autumn,,Good
Nigeen Club,,3:40 PM,0.32,2.86,0.94,7.0,31.0,2.6,37.49,,Autumn,,Good
Nigeen Club,,3:50 PM,0.26,0.0,0.91,12.0,29.0,2.5,37.71,,Autumn,,Good
Nigeen Club,,4:00 PM,0.26,0.0,0.87,10.0,28.0,2.5,37.81,,Autumn,,Good
Nigeen Club,,4:10 PM,0.0,0.0,0.83,15.0,33.0,2.3,37.9,,Autumn,,Moderate
Nigeen Club,,4:20 PM,0.0,0.0,0.79,19.0,31.0,2.7,37.99,,Autumn,,Moderate
Nigeen Club,,4:30 PM,1.25,0.0,0.21,6.0,36.0,2.5,38.09,,Autumn,,Good
Nigeen Club,,4:40 PM,0.0,0.0,0.17,17.0,35.0,2.4,38.18,,Autumn,,Moderate
Nigeen Club,,4:50 PM,1.25,0.0,0.13,8.0,11.0,2.4,38.27,,Autumn,,Good
Nigeen Club,,5:00 PM,0.0,0.0,0.09,4.0,17.0,2.6,37.5,,Autumn,,Good
Nigeen Club,,10:00 AM,0.0,2.86,0.05,3.0,3.0,2.4,37.5,,Autumn,,Good
Nigeen Club,,10:10 AM,0.0,2.86,0.01,4.0,4.0,2.4,37.8,,Autumn,,Good
Nigeen Club,,10:20 AM,1.25,2.86,0.01,7.0,5.0,2.4,37.5,,Autumn,,Good
Nigeen Club,,10:30 AM,0.0,5.72,0.21,8.0,5.0,2.5,37.4,,Autumn,,Good
Nigeen Club,,10:40 AM,0.0,2.86,0.17,8.0,7.0,2.4,37.2,,Autumn,,Good
Nigeen Club,,10:50 AM,0.0,0.0,1.91,7.0,7.0,2.6,37.1,,Autumn,,Good
Nigeen Club,,11:00 AM,0.0,2.86,1.88,5.0,11.0,2.7,36.8,,Autumn,,Good
Nigeen Club,,11:10 AM,1.25,2.86,1.92,6.0,9.0,2.6,36.3,,Autumn,,Good
Nigeen Club,,11:20 AM,0.0,2.86,1.89,2.0,6.0,2.8,36.1,,Autumn,,Good
Nigeen Club,,11:30 AM,0.33,0.0,1.9,2.0,6.0,2.6,36.91,,Autumn,,Good
Nigeen Club,,11:40 AM,0.35,0.0,1.89,3.0,7.0,2.6,36.1,,Autumn,,Good
Nigeen Club,,11:50 AM,0.46,2.86,1.89,3.0,7.0,2.4,35.9,,Autumn,,Good
Nigeen Club,,12:00 PM,0.28,2.86,1.89,2.0,3.0,2.6,35.2,,Autumn,,Good
Nigeen Club,,12:10 PM,0.24,2.86,1.89,4.0,7.0,2.4,34.5,,Autumn,,Good
Nigeen Club,,12:20 PM,0.23,0.0,1.89,5.0,9.0,2.4,34.5,,Autumn,,Good
Nigeen Club,,12:30 PM,0.21,5.72,1.88,2.0,8.0,2.6,34.4,,Autumn,,Good
Nigeen Club,,12:40 PM,0.19,2.86,1.88,3.0,9.0,2.4,34.4,,Autumn,,Good
Nigeen Club,,12:50 PM,0.16,2.86,1.88,3.0,9.0,2.4,35.0,,Autumn,,Good
Nigeen Club,,1:00 PM,0.13,2.86,1.91,4.0,7.0,2.5,34.4,,Autumn,,Good
Nigeen Club,,1:10 PM,0.1,5.72,1.88,7.0,9.0,2.4,34.3,,Autumn,,Good
Nigeen Club,,1:20 PM,0.07,2.86,1.92,7.0,9.0,2.6,34.3,,Autumn,,Good
Nigeen Club,,1:30 PM,0.0,2.86,1.89,3.0,7.0,2.4,34.3,,Autumn,,Good
Nigeen Club,,1:40 PM,0.27,2.86,0.95,2.0,5.0,2.4,34.3,,Autumn,,Good
Nigeen Club,,1:50 PM,0.32,5.72,1.87,2.0,3.0,2.4,34.2,,Autumn,,Good
Nigeen Club,,2:00 PM,0.4,8.58,1.87,3.0,4.0,2.5,34.1,,Autumn,,Good
Nigeen Club,,2:10 PM,0.37,5.72,1.88,3.0,4.0,2.4,34.27,,Autumn,,Good
Nigeen Club,,2:20 PM,0.34,2.86,1.9,1.0,6.0,2.6,34.1,,Autumn,,Good
Nigeen Club,,2:30 PM,0.26,0.0,1.91,4.0,4.0,2.7,34.0,,Autumn,,Good
Nigeen Club,,2:40 PM,0.23,2.86,1.88,3.0,3.0,2.6,34.1,,Autumn,,Good
Nigeen Club,,2:50 PM,0.27,0.0,1.92,4.0,3.0,2.8,34.1,,Autumn,,Good
Nigeen Club,,3:00 PM,0.26,0.0,1.89,2.0,3.0,2.6,34.1,,Autumn,,Good
Nigeen Club,,3:10 PM,0.25,0.0,2.98,2.0,3.0,2.6,37.7,,Autumn,,Good
Nigeen Club,,3:20 PM,0.24,2.86,3.03,1.0,4.0,2.4,35.6,,Autumn,,Good
Nigeen Club,,3:30 PM,0.23,0.0,3.04,2.0,4.0,2.6,34.81,,Autumn,,Good
Nigeen Club,,3:40 PM,0.22,0.0,2.98,3.0,4.0,2.4,35.6,,Autumn,,Good
Nigeen Club,,3:50 PM,0.21,0.0,2.97,7.0,9.0,2.4,36.2,,Autumn,,Good
Nigeen Club,,4:00 PM,0.2,0.0,2.98,3.0,4.0,2.6,36.1,,Autumn,,Good
Nigeen Club,,4:10 PM,0.0,0.0,2.99,2.0,4.0,2.4,37.8,,Autumn,,Good
Nigeen Club,,4:20 PM,1.25,0.0,3.0,1.0,0.0,2.4,37.8,,Autumn,,Good
Nigeen Club,,4:30 PM,1.25,0.0,2.94,2.0,0.0,2.5,37.8,,Autumn,,Good
Nigeen Club,,4:40 PM,0.0,0.0,2.93,0.0,0.0,2.4,37.5,,Autumn,,Good
Nigeen Club,,4:50 PM,1.25,0.0,2.84,2.0,0.0,2.6,36.97,,Autumn,,Good
Nigeen Club,,5:00 PM,0.0,0.0,2.8,3.0,0.0,2.4,37.5,,Autumn,,Good
Nigeen Club,,10:00 AM,0.0,2.86,2.75,2.0,7.0,2.4,37.5,,Autumn,,Good
Nigeen Club,,10:10 AM,0.0,2.86,2.7,2.0,8.0,2.4,37.6,,Autumn,,Good
Nigeen Club,,10:20 AM,0.0,0.0,2.65,3.0,6.0,2.5,37.4,,Autumn,,Good
Nigeen Club,,10:30 AM,1.25,5.72,2.6,5.0,4.0,2.4,37.3,,Autumn,,Good
